cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_120,cometbus_4_8107_box_4_120.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-120,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_121,cometbus_4_8107_box_4_121.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-121,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_122,cometbus_4_8107_box_4_122.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-122,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_123,cometbus_4_8107_box_4_123.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-123,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_124,cometbus_4_8107_box_4_124.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-124,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_125,cometbus_4_8107_box_4_125.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-125,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_126,cometbus_4_8107_box_4_126.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-126,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_127,cometbus_4_8107_box_4_127.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-127,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_128,cometbus_4_8107_box_4_128.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-128,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_129,cometbus_4_8107_box_4_129.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-129,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_130,cometbus_4_8107_box_4_130.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-130,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_131,cometbus_4_8107_box_4_131.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-131,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_132,cometbus_4_8107_box_4_132.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-132,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_133,cometbus_4_8107_box_4_133.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-133,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_saprophile_aug1992_mar193_4_22_134,cometbus_4_8107_box_4_134.jpg,Saprophile Aug1992 Mar193,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-08,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder saprophile_aug1992_mar193_4_22).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; saprophile aug mar193,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-134,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_dan_white_may1979_jan1984_4_87_178,cometbus_4_8107_box_4_178.jpg,Dan White May1979 Jan1984,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1979-05 to 1984-01,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder dan_white_may1979_jan1984_4_87).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; dan white may jan,"San Francisco, California",37.7793,-122.4193,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-178,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_dan_white_may1979_jan1984_4_87_179,cometbus_4_8107_box_4_179.jpg,Dan White May1979 Jan1984,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1979-05 to 1984-01,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder dan_white_may1979_jan1984_4_87).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; dan white may jan,"San Francisco, California",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-179,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_dan_white_may1979_jan1984_4_87_189,cometbus_4_8107_box_4_189.jpg,Dan White May1979 Jan1984,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1979-05 to 1984-01,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder dan_white_may1979_jan1984_4_87).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; dan white may jan,"San Francisco, California",37.7799,-122.4148,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-189,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_dubois_and_the_white_world_since_the_civil_rights_movement_march1999_4_88_197,cometbus_4_8107_box_4_197.jpg,Dubois And The White World Since The Civil Rights Movement March1999,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1999-03,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder dubois_and_the_white_world_since_the_civil_rights_movement_march1999_4_88).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; dubois and the white world sine the ivil rights movement marh,United States,39.8283,-98.5795,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-197,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_dubois_and_the_white_world_since_the_civil_rights_movement_march1999_4_88_198,cometbus_4_8107_box_4_198.jpg,Dubois And The White World Since The Civil Rights Movement March1999,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1999-03,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder dubois_and_the_white_world_since_the_civil_rights_movement_march1999_4_88).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; dubois and the white world sine the ivil rights movement marh,United States,39.8283,-98.5795,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-198,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_dubois_and_the_white_world_since_the_civil_rights_movement_march1999_4_88_199,cometbus_4_8107_box_4_199.jpg,Dubois And The White World Since The Civil Rights Movement March1999,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1999-03,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder dubois_and_the_white_world_since_the_civil_rights_movement_march1999_4_88).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; dubois and the white world sine the ivil rights movement marh,United States,39.8283,-98.5795,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-199,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_dubois_and_the_white_world_since_the_civil_rights_movement_march1999_4_88_201,cometbus_4_8107_box_4_201.jpg,Dubois And The White World Since The Civil Rights Movement March1999,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1999-03,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder dubois_and_the_white_world_since_the_civil_rights_movement_march1999_4_88).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; dubois and the white world sine the ivil rights movement marh,"Berkeley, California, United States",37.8701,-122.268,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-201,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_dubois_and_the_white_world_since_the_civil_rights_movement_march1999_4_88_202,cometbus_4_8107_box_4_202.jpg,Dubois And The White World Since The Civil Rights Movement March1999,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1999-03,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder dubois_and_the_white_world_since_the_civil_rights_movement_march1999_4_88).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; dubois and the white world sine the ivil rights movement marh,"Berkeley, California, United States",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-202,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_dubois_and_the_white_world_since_the_civil_rights_movement_march1999_4_88_203,cometbus_4_8107_box_4_203.jpg,Dubois And The White World Since The Civil Rights Movement March1999,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1999-03,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder dubois_and_the_white_world_since_the_civil_rights_movement_march1999_4_88).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; dubois and the white world sine the ivil rights movement marh,"Berkeley, California, United States",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-203,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_snakepit_2003_4_37_238,cometbus_4_8107_box_4_238.jpg,Snakepit 2003,Aaron Cometbus,Cometbus Punk and Underground Press Collection,2003,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder snakepit_2003_4_37).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; snakepit,Vietnam,14.0583,108.2772,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-238,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_urgl_orp_nov1984_4_65_243,cometbus_4_8107_box_4_243.jpg,Urgl Orp Nov1984,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1984-11,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder urgl_orp_nov1984_4_65).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; urgl orp nov,"Berkeley, California, United States",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-243,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_flyers_handbills_posters_1988_2_1_2,dc_archives_8170_box_1_2.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder flyers_handbills_posters_1988_2_1.","hardcore punk; punk rock music; show flyers; Washington, D.C.","d.c. space, Washington, DC, United States",38.8949,-77.0219,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-2,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_early_80s_81_83_1_1_11,dc_archives_8170_box_1_11.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder early_80s_81_83_1_1.","hardcore punk; punk rock music; show flyers; Washington, D.C.","Market Five Gallery, Washington, DC, United States",38.897,-77.0224,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-11,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_early_80s_81_83_1_1_12,dc_archives_8170_box_1_12.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder early_80s_81_83_1_1.","hardcore punk; punk rock music; show flyers; Washington, D.C.","9:30 Club (930 F St NW), Washington, DC, United States",38.8977,-77.024,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-12,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_early_80s_81_83_1_1_17,dc_archives_8170_box_1_17.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder early_80s_81_83_1_1.","hardcore punk; punk rock music; show flyers; Washington, D.C.","Terminal 406, Baltimore, Maryland, United States",39.2904,-76.6122,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-17,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_circa_1989_2_2_31,dc_archives_8170_box_1_31.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder circa_1989_2_2.","hardcore punk; punk rock music; show flyers; Washington, D.C.","Georgetown University Hall of Nations, Washington, DC, United States",38.9076,-77.0723,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-31,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
dc_archives_8170_box_1_circa_1989_2_2_33,dc_archives_8170_box_1_33.jpg,Show flyer,"Hsu, Derrick (creator)","DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",,"Item from the DC hardcore punk flyers collection (#8170), located in 8170_box_1, folder circa_1989_2_2.","hardcore punk; punk rock music; show flyers; Washington, D.C.","Washington, DC",38.9072,-77.0369,"DC hardcore punk flyers, #8170. Division of Rare and Manuscript Collections, Cornell University Library.",Color,image/jpg,Image;StillImage,8170-1-33,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
